,Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres,worth_reading
357,The Time Machine (Paperback),H.G. Wells,3.82,"1,238,338","50,188","2,250",1895,3.9,479936,"Classics,Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction,Literature,Science Fiction Fantasy,Adventure,Audiobook",yes
358,Love on the Brain (Kindle Edition),Ali Hazelwood,4.13,"1,187,810","149,821",9,2022,4.01,160309,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Love",yes
359,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,4.15,"202,771","14,524",18,2014,4.14,157085,"Nonfiction,Science,Humor,Audiobook,Science,Humor,Science,Sequential Art,Adult,Reference",yes
360,Ulysses (Paperback),James Joyce,3.75,"475,821","27,860",839,1922,3.75,120752,"Classics,Fiction,Literature,Novels,Cultural,European Literature,Literature,Unfinished,Literary Fiction,Literature",yes
361,Every Summer After (Paperback),Carley Fortune,4.31,"196,738","21,857",2,2022,4.31,196679,"Romance,Fiction,Contemporary,Romance,Adult,Womens Fiction,Audiobook,Young Adult,New Adult,Adult Fiction",yes
362,The Maidens (Hardcover),Alex Michaelides,4.09,"1,514,366","146,959",9,2021,3.63,220182,"Mystery,Thriller,Fiction,Thriller,Audiobook,Adult,Contemporary,Fantasy,Suspense,Mystery",yes
363,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.04,"728,872","85,475",15,2015,4.19,395144,"Young Adult,LGBT,Romance,Contemporary,Fiction,LGBT,Audiobook,Realistic Fiction,Young Adult,LGBT",yes
364,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,4.23,"353,862","48,530",14,2017,4.1,170787,"Fantasy,Historical,Fiction,Young Adult,Historical,Fantasy,Fantasy,Cultural,Audiobook,Adult",yes
365,The Sun and Her Flowers (Paperback),Rupi Kaur,4.05,"960,641","63,192",14,2018,4.11,278798,"Poetry,Feminism,Nonfiction,Adult,Contemporary,Romance,Health,Cultural,Womens,Love",yes
366,The Story of Art (Hardcover),E.H. Gombrich,3.96,"419,784","3,783",89,1950,3.95,383672,"Art,Nonfiction,History,Art,Reference,Design,Classics,Architecture,Art,Cultural",yes
367,One True Loves (Kindle Edition),Taylor Jenkins Reid,4.27,"3,848,367","430,331",19,2016,4.09,195974,"Romance,Fiction,Contemporary,Audiobook,Womens Fiction,Adult,Romance,Adult Fiction,Drama,New Adult",yes
368,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4.02,"5,724,455","337,935","3,345",1920,4.0,357284,"Mystery,Fiction,Classics,Mystery,Thriller,Audiobook,Mystery,Thriller,Adult,European Literature",yes
369,The Outsider (Hardcover),Stephen King,4.06,"17,484,985","775,861","1,886",2018,3.99,254723,"Horror,Fiction,Thriller,Mystery,Mystery,Audiobook,Thriller,Fantasy,Fantasy,Suspense",yes
370,"The Deal (Off-Campus, #1)",Elle Kennedy,4.08,"1,913,891","162,394",172,2015,4.26,469315,"Romance,New Adult,Contemporary,Contemporary Romance,Sports,Academic,Romance,Sports,Fiction,Adult",yes
371,The Haunting of Hill House (Paperback),Shirley Jackson,3.92,"648,274","61,474",256,1959,3.83,244736,"Horror,Classics,Fiction,Gothic,Mystery,Fantasy,Audiobook,Thriller,Paranormal,Adult",yes
372,"Foundation (Foundation, #1)",Isaac Asimov,4.17,"2,345,921","77,922","2,981",1951,4.17,493018,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Space,Novels,Space,Audiobook,Speculative Fiction",yes
373,Hamlet (Paperback),William Shakespeare,3.86,"7,295,810","154,517","7,712",1601,4.03,865755,"Classics,Plays,Fiction,Drama,Academic,Literature,Plays,Academic,Poetry,Young Adult",yes
374,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,3.74,"1,141,192","23,141",35,1996,3.79,940489,"Fiction,Womens Fiction,Romance,Humor,Contemporary,Adult,Humor,Adult Fiction,European Literature,Romance",yes
375,The Man Who Mistook His Wife for a Hat and Other Clinical Tales (Paperback),Oliver Sacks,4.04,"431,565","24,119",88,1985,4.06,201377,"Nonfiction,Psychology,Science,Health,Biology,Medical,Short Stories,Writing,Health,Health",yes
376,Confess (Paperback),Colleen Hoover,4.24,"9,639,290","874,594",70,2015,4.18,308727,"Romance,New Adult,Contemporary,Fiction,Romance,Young Adult,Audiobook,Adult,Womens Fiction,Drama",yes
377,To Kill a Kingdom (Hardcover),Alexandra Christo,3.78,"147,735","21,242",8,2018,3.79,143362,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Adventure,Mythology,Fantasy,Adventure",yes
378,Cloud Atlas (Paperback),David Mitchell,3.94,"624,104","64,082",87,2004,4.01,237195,"Fiction,Science Fiction,Fantasy,Historical,Science Fiction,Contemporary,Literary Fiction,Novels,Literature,Historical",yes
379,"Insurgent (Divergent, #2)",Veronica Roth,4.03,"6,677,273","294,115",50,2012,3.99,1382423,"Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction,Romance,Adventure,Young Adult,Apocalyptic,Audiobook",yes
380,Dreams from My Father: A Story of Race and Inheritance (Paperback),Barack Obama,4.04,"592,649","34,941",223,1995,3.92,218073,"Nonfiction,Biography,Autobiography,Politics,Biography,Biography Memoir,History,Audiobook,Race,Cultural",yes
381,The Casual Vacancy (Hardcover),J.K. Rowling,4.46,"32,199,772","716,330",385,2012,3.3,320973,"Fiction,Contemporary,Mystery,Adult,Adult Fiction,Drama,Unfinished,European Literature,Novels,Audiobook",yes
382,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,4.07,"428,080","47,726",35,2018,4.21,79063,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Romance,Fantasy,Adventure,Audiobook,Science Fiction",yes
383,The Light Between Oceans (Hardcover),M.L. Stedman,4.04,"438,440","36,747",2,2012,4.04,438313,"Fiction,Historical,Cultural,Historical,Book Club,Romance,Adult,Adult Fiction,Audiobook,Drama",yes
384,American Psycho (Paperback),Bret Easton Ellis,3.71,"491,312","25,276",27,1991,3.82,277899,"Fiction,Horror,Classics,Thriller,Mystery,Contemporary,Novels,Literature,Mystery,Literature",yes
385,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,3.78,"202,429","30,152",10,2015,3.75,171362,"Fiction,Fantasy,Magical Realism,Contemporary,Cultural,Science Fiction,Asian Literature,Audiobook,Science Fiction,Adult",yes
386,"Carry On (Simon Snow, #1)",Rainbow Rowell,3.96,"2,767,022","263,017",93,2015,4.19,284088,"Fantasy,Young Adult,LGBT,Romance,Fiction,LGBT,Fantasy,Paranormal,Audiobook,Young Adult",yes
387,Norse Mythology (Paperback),Neil Gaiman,4.14,"7,226,566","450,340","1,481",2017,4.1,284785,"Fantasy,Fantasy,Fiction,Audiobook,Short Stories,Historical,Classics,Adult,Retellings,Religion",yes
388,My Sister's Keeper (Paperback),Jodi Picoult,3.99,"4,447,168","273,760",82,2004,4.09,1156459,"Fiction,Contemporary,Womens Fiction,Young Adult,Drama,Adult,Adult Fiction,Realistic Fiction,Family,Novels",yes
389,An Abundance of Katherines (Hardcover),John Green,4.0,"8,873,839","413,756",46,2006,3.53,506434,"Young Adult,Fiction,Contemporary,Romance,Realistic Fiction,Young Adult,Humor,Young Adult,Young Adult,Audiobook",yes
390,Conversations with Friends (Kindle Edition),Sally Rooney,3.78,"1,665,226","166,483",33,2017,3.8,357977,"Fiction,Contemporary,Romance,Literary Fiction,LGBT,Audiobook,Cultural,Adult,Novels,LGBT",yes
391,Heart Bones (Kindle Edition),Colleen Hoover,4.24,"9,639,290","874,594",70,2020,4.33,251286,"Romance,Contemporary,New Adult,Fiction,Romance,Young Adult,Adult,Audiobook,Womens Fiction,Drama",yes
392,Piranesi (Hardcover),Susanna Clarke,4.03,"448,262","49,194",33,2020,4.25,186741,"Fantasy,Fiction,Mystery,Magical Realism,Fantasy,Adult,Literary Fiction,Science Fiction,Audiobook,Science Fiction Fantasy",yes
393,The Outsiders (Mass Market Paperback),S.E. Hinton,4.1,"1,259,283","46,344",32,1967,4.12,1178603,"Classics,Young Adult,Fiction,Academic,Academic,Realistic Fiction,Young Adult,Historical,Contemporary,Young Adult",yes
394,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,3.98,"663,103","40,693",84,2006,4.01,492965,"Horror,Fiction,Horror,Science Fiction,Fantasy,Apocalyptic,Science Fiction,Audiobook,Science Fiction,War",yes
395,The Lord of the Rings (Paperback),J.R.R. Tolkien,4.35,"10,073,631","175,261",512,1955,4.52,632967,"Fantasy,Classics,Fiction,Adventure,Science Fiction Fantasy,Fantasy,Fantasy,Literature,Novels,Young Adult",yes
396,Heartless (Hardcover),Marissa Meyer,4.21,"2,589,838","270,012",56,2016,4.09,156471,"Fantasy,Young Adult,Romance,Retellings,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Fairy Tales",yes
397,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Hardcover),Marie Kondō,3.87,"403,715","37,800",34,2010,3.87,336794,"Nonfiction,Self Help,Audiobook,Self Help,Psychology,Cultural,Productivity,Reference,Adult,How To",yes
398,Mrs. Dalloway (Hardcover),Virginia Woolf,3.86,"1,099,174","66,047","1,118",1925,3.79,270228,"Classics,Fiction,Literature,Novels,Feminism,European Literature,Literature,Literary Fiction,Academic,Literature",yes
399,Extremely Loud & Incredibly Close (Paperback),Jonathan Safran Foer,3.96,"726,617","48,549",54,2005,3.97,407226,"Fiction,Contemporary,Historical,Novels,Literary Fiction,Adult,Adult Fiction,Literature,New York,Young Adult",yes
400,"The Flatshare (The Flatshare, #1)",Beth O'Leary,3.96,"504,201","62,571",14,2019,4.04,291750,"Romance,Contemporary,Fiction,Womens Fiction,Romance,Audiobook,Adult,Adult Fiction,New Adult,European Literature",yes
401,Where the Wild Things Are (Paperback),Maurice Sendak,4.22,"1,206,781","23,221",205,1963,4.23,943450,"Childrens,Childrens,Fiction,Classics,Fantasy,Adventure,Young Adult,Animals,Kids,Folklore",yes
402,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.22,"1,004,931","127,741",86,2016,4.33,234755,"Young Adult,Fantasy,Science Fiction,Science Fiction,Fiction,Audiobook,Romance,Young Adult,Young Adult,Death",yes
403,Benjamin Franklin: An American Life (Paperback),Walter Isaacson,4.15,"1,633,640","39,790",71,2003,4.03,132301,"Biography,History,Nonfiction,North American Hi...,Politics,Biography Memoir,Military History,Historical,Audiobook,Business",yes
404,Go Set a Watchman (Hardcover),Harper Lee,4.23,"5,795,812","139,973",50,2015,3.31,257995,"Fiction,Historical,Classics,Audiobook,Historical,Adult,Adult Fiction,Literature,Literary Fiction,Novels",yes
405,The Sun Also Rises (Paperback),Ernest Hemingway,3.83,"2,446,525","97,595",944,1926,3.81,410233,"Classics,Fiction,Literature,Novels,Historical,Literature,Cultural,Academic,Literary Fiction,Literature",yes
406,Matilda (Paperback),Roald Dahl,4.14,"3,884,884","114,659",913,1988,4.33,839326,"Childrens,Fiction,Classics,Fantasy,Childrens,Young Adult,Humor,Audiobook,Fantasy,Academic",yes
407,The Name of the Rose (Paperback),Umberto Eco,3.97,"641,237","29,105",652,1980,4.13,341225,"Fiction,Historical,Mystery,Classics,Historical,Literature,European Literature,Cultural,Mystery,Novels",yes
408,Before I Go to Sleep (Hardcover),S.J. Watson,3.86,"343,246","27,062",7,2011,3.9,321228,"Thriller,Fiction,Mystery,Thriller,Suspense,Adult,Contemporary,Mystery,Thriller,Adult Fiction",yes
409,"Allegiant (Divergent, #3)",Veronica Roth,4.03,"6,677,273","294,115",50,2013,3.61,971206,"Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction,Romance,Adventure,Young Adult,Audiobook,Apocalyptic",yes
410,"Girl, Woman, Other (Hardcover)",Bernardine Evaristo,4.28,"218,885","21,963",54,2019,4.32,194145,"Fiction,Feminism,Contemporary,LGBT,Literary Fiction,Short Stories,LGBT,Audiobook,Race,Womens",yes
411,The Five People You Meet in Heaven (Paperback),Mitch Albom,4.08,"2,151,443","108,389",65,2003,3.97,663171,"Fiction,Inspirational,Contemporary,Fantasy,Classics,Spirituality,Adult,Philosophy,Adult Fiction,Novels",yes
412,Punk 57 (Kindle Edition),Penelope Douglas,3.95,"1,341,078","127,177",40,2016,3.83,285365,"Romance,New Adult,Contemporary,Young Adult,Romance,Young Adult,Fiction,Adult,Dark,Music",yes
413,Salt to the Sea (Hardcover),Ruta Sepetys,4.33,"538,270","69,720",10,2016,4.36,176836,"Historical,Young Adult,Historical,Fiction,War,War,Audiobook,Romance,Young Adult,Adventure",yes
414,Alexander Hamilton (Paperback),Ron Chernow,4.2,"306,036","18,367",14,2004,4.21,166110,"History,Biography,Nonfiction,North American Hi...,Politics,Audiobook,Historical,Biography Memoir,Military History,Unfinished",yes
416,The Intelligent Investor (Paperback),Benjamin Graham,4.25,"126,869","3,365",59,1949,4.25,114248,"Economics,Business,Nonfiction,Economics,Currency,Finance,Self Help,Buisness,Self Help,Unfinished",yes
417,"The Iron King (The Iron Fey, #1)",Julie Kagawa,4.05,"901,390","68,723",76,2010,3.88,206971,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Paranormal,Fantasy,Fantasy,Fiction,Young Adult",yes
418,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.36,"8,085,443","673,345",87,2017,4.44,709364,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Fantasy,Romance,Young Adult,Fantasy",yes
419,Perfume: The Story of a Murderer (Paperback),Patrick Süskind,4.01,"441,779","23,386",33,1985,4.03,409876,"Fiction,Classics,Historical,Horror,Mystery,Thriller,Mystery,Historical,European Literature,Novels",yes
420,It's Kind of a Funny Story (Paperback),Ned Vizzini,4.04,"294,919","17,847",23,2006,4.09,238282,"Young Adult,Fiction,Contemporary,Health,Mental Health,Realistic Fiction,Romance,Young Adult,Psychology,Young Adult",yes
421,The Virgin Suicides (Paperback),Jeffrey Eugenides,4.01,"2,107,597","84,513",30,1993,3.83,276333,"Fiction,Classics,Contemporary,Young Adult,Literary Fiction,Young Adult,Novels,Health,Adult,Literature",yes
422,Between Shades of Gray (Hardcover),Ruta Sepetys,4.33,"538,270","69,720",10,2011,4.37,213627,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Romance,Cultural,Young Adult",yes
423,The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,4.19,"135,468","4,492",73,1960,4.19,123479,"History,Nonfiction,War,War,Politics,Cultural,Historical,Audiobook,World War II,Military",yes
424,The Push (Hardcover),Ashley Audrain,4.09,"229,629","27,645",3,2021,4.09,229605,"Fiction,Thriller,Mystery,Thriller,Audiobook,Contemporary,Adult,Suspense,Thriller,Adult Fiction",yes
425,"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,4.25,"340,128","28,519",10,2016,4.29,270730,"Historical,Fiction,War,Historical,Audiobook,War,World War II,Adult,Book Club,Adult Fiction",yes
426,"You (You, #1)",Caroline Kepnes,3.85,"318,418","36,859",25,2014,3.95,210635,"Thriller,Fiction,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Horror,Mystery",yes
427,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,3.87,"2,667,951","76,866",129,1990,4.08,896889,"Science Fiction,Fiction,Thriller,Adventure,Fantasy,Horror,Classics,Science Fiction Fantasy,Animals,Adult",yes
428,Alice's Adventures in Wonderland / Through the Looking-Glass (Paperback),Lewis Carroll,4.05,"1,522,822","42,980","1,631",1871,4.07,525190,"Classics,Fantasy,Fiction,Childrens,Young Adult,Literature,Adventure,Childrens,Novels,Literature",yes
429,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.35,"10,073,631","175,261",512,1955,4.55,804235,"Fantasy,Fiction,Classics,Adventure,Fantasy,Science Fiction Fantasy,Fantasy,Audiobook,Novels,Literature",yes
430,Infinite Jest (Paperback),David Foster Wallace,4.12,"344,433","32,559",110,1996,4.26,85282,"Fiction,Classics,Literature,Novels,Contemporary,Humor,Unfinished,Literary Fiction,Philosophy,Literature",yes
431,The Four Agreements (Hardcover),Miguel Ruiz,4.18,"402,423","21,412",112,1997,4.18,311982,"Self Help,Nonfiction,Spirituality,Philosophy,Self Help,Psychology,Inspirational,Religion,Audiobook,Business",yes
432,Invisible Women: Data Bias in a World Designed for Men (Hardcover),Caroline Criado Pérez,4.36,"84,336","11,212",8,2019,4.37,83608,"Nonfiction,Feminism,Science,Audiobook,Politics,Womens,Sociology,Gender,Social Movements,Business",yes
433,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.23,"8,430,689","485,059",187,2009,4.29,907365,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Fiction,Paranormal,Paranormal,Fantasy,Young Adult",yes
434,The Giver of Stars (Hardcover),Jojo Moyes,4.11,"3,002,979","213,734",60,2019,4.28,351332,"Historical,Fiction,Audiobook,Historical,Romance,Adult,Adult Fiction,Book Club,Writing,Womens Fiction",yes
435,Cloud Cuckoo Land (Hardcover),Anthony Doerr,4.3,"1,567,870","118,312",47,2021,4.27,130603,"Fiction,Historical,Fantasy,Science Fiction,Literary Fiction,Audiobook,Historical,Adult,Writing,Adult Fiction",yes
436,The Trial (Paperback),Franz Kafka,3.89,"1,520,653","60,290","1,624",1925,3.96,282458,"Classics,Fiction,Philosophy,Literature,European Literature,Novels,Science Fiction,Literature,European Literature,Literary Fiction",yes
437,The Psychopath Test: A Journey Through the Madness Industry (Paperback),Jon Ronson,3.91,"274,713","20,060",22,2011,3.95,140189,"Nonfiction,Psychology,Science,Health,Audiobook,Writing,Sociology,Mental Health,Crime,Humor",yes
438,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,3.93,"709,565","63,531",26,2013,4.02,521124,"Fiction,Romance,Contemporary,Humor,Womens Fiction,Adult,Audiobook,Adult Fiction,Book Club,Cultural",yes
439,"King of Scars (King of Scars, #1)",Leigh Bardugo,4.17,"3,659,516","407,633",69,2019,4.17,154236,"Fantasy,Young Adult,Young Adult,Fiction,Romance,Fantasy,Fantasy,Audiobook,LGBT,Adventure",yes
440,And the Mountains Echoed (Hardcover),Khaled Hosseini,4.33,"4,717,827","195,538",27,2012,4.07,345907,"Fiction,Historical,Contemporary,Novels,Adult,Literary Fiction,Historical,Adult Fiction,Book Club,Drama",yes
441,The Prince (Paperback),Niccolò Machiavelli,3.84,"337,017","11,915",605,1513,3.83,306853,"Classics,Philosophy,Nonfiction,Politics,History,Literature,Politics,European Literature,Cultural,Academic",yes
442,Team of Rivals: The Political Genius of Abraham Lincoln (Paperback),Doris Kearns Goodwin,4.23,"274,504","15,332",33,2005,4.26,177322,"History,Nonfiction,Biography,Politics,North American Hi...,Military History,Politics,Leadership,Historical,Audiobook",yes
443,V for Vendetta (Hardcover),Alan Moore,4.24,"1,681,066","52,900","1,033",1990,4.26,296124,"Sequential Art,Sequential Art,Fiction,Science Fiction,Science Fiction,Graphic Novels Comics,Classics,Comics,Politics,Fantasy",yes
444,Ways of Seeing (Paperback),John Berger,3.92,"374,960","5,391",190,1972,3.91,334795,"Art,Nonfiction,Philosophy,Writing,Art,Art,Design,Philosophy,History,Psychology",yes
445,For Whom the Bell Tolls (Paperback),Ernest Hemingway,3.83,"2,446,525","97,595",944,1940,3.98,275776,"Classics,Fiction,Historical,Literature,War,Novels,Literature,Cultural,Classics,Historical",yes
446,Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,3.95,"440,504","39,678",22,2003,4.06,201465,"Nonfiction,Science,Humor,Medical,Audiobook,Health,Death,History,Adult,Science",yes
447,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,4.04,"394,534","58,005",26,2019,4.02,128333,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Fantasy,Fantasy,Romance,Fantasy",yes
448,Steal Like an Artist: 10 Things Nobody Told You About Being Creative (Paperback),Austin Kleon,3.99,"321,232","12,947",8,2012,3.95,261243,"Nonfiction,Art,Self Help,Language,Design,Business,Self Help,Psychology,Productivity,Art",yes
449,Oliver Twist (Paperback),Charles Dickens,3.91,"3,609,527","121,943","5,782",1838,3.88,362722,"Classics,Fiction,Historical,Literature,Literature,Novels,Classics,Historical,Historical,European Literature",yes
450,"A Deadly Education (The Scholomance, #1)",Naomi Novik,4.06,"867,228","97,459",65,2020,4.01,112588,"Fantasy,Young Adult,Fiction,Fantasy,Horror,Young Adult,Audiobook,Fantasy,Fantasy,Science Fiction Fantasy",yes
