,Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
496,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,4.23,8430727,485062,average,new,4.43,large,"Fantasy,Young Adult,Romance,Historical,Young Adult,Fantasy,Fantasy,Historical,Fiction,LGBT"
497,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.36,8085813,673367,medium,new,4.62,large,"Fantasy,Young Adult,Romance,New Adult,Fairies,Fantasy,Young Adult,Fiction,Fantasy,Romance"
498,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.09,2005157,210817,small,new,4.45,large,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fiction,Fantasy,New Adult,Young Adult,Audiobook"
499,Doctor Who: The Bog Warrior,Cecelia Ahern,3.92,864737,52719,medium,new,2.87,small,"Media Tie In,Science Fiction,Fantasy,Romance,Short Stories"
500,The Book of Cold Cases (Hardcover),Simone St. James,3.97,321494,41277,very small,new,3.82,large,"Mystery,Thriller,Thriller,Fiction,Horror,Fantasy,Audiobook,Adult,Suspense,Mystery"
501,Call Me Zebra,Azareen Van der Vliet Oloomi,3.04,1740,444,very small,new,2.86,medium,"Fiction,Contemporary,Cultural,Literary Fiction,Novels,Writing,Unfinished,Literature,Audiobook,Literature"
502,Gods of Jade and Shadow (Hardcover),Silvia Moreno-Garcia,3.72,400511,63951,average,new,3.91,large,"Fantasy,Historical,Fiction,Fantasy,Historical,Adult,Magical Realism,Romance,Young Adult,Audiobook"
503,Hamlet's Father,Orson Scott Card,4.1,2957329,117291,large,new,2.8,small,"Fiction,Audiobook,Historical,Retellings,Fantasy,Classics,Adult,Mystery,Novella,Paranormal"
504,The Great Believers (Paperback),Rebecca Makkai,4.11,137618,15405,small,new,4.26,large,"Fiction,Historical,LGBT,LGBT,Literary Fiction,Contemporary,Historical,Audiobook,Novels,Adult"
505,گندم,م. مودب‌پور,2.65,6903,396,very small,new,2.59,medium,"Novels,Romance,Literature,Fiction,Roman"
506,Past Perfect,Susan Isaacs,3.47,25240,2982,small,new,3.02,medium,"Fiction,Mystery,Womens Fiction,Thriller,Audiobook,Thriller,Spy Thriller,Modern,Adult Fiction,Novels"
507,Inferno (Paperback),Dante Alighieri,4.03,370135,15060,large,old,4.01,large,"Classics,Poetry,Fiction,Literature,Religion,Fantasy,Academic,Philosophy,European Literature,Historical"
508,The Unfinished Land,Greg Bear,3.87,642230,19827,average,new,2.85,small,"Fantasy,Historical,Historical Fiction,Adventure,Young Adult,Adult,Historical,Science Fiction,Literature,Fiction"
509,Little Women (Paperback),Louisa May Alcott,4.1,2359676,64153,large,old,4.13,large,"Classics,Fiction,Historical,Young Adult,Romance,Historical,Literature,Childrens,Classics,Audiobook"
510,The Bell Jar (Paperback),Sylvia Plath,4.07,976632,48839,average,old,4.04,large,"Classics,Fiction,Feminism,Health,Psychology,Literature,Mental Health,Novels,Poetry,Literary Fiction"
511,"The Maze Runner (The Maze Runner, #1)",James Dashner,3.95,2764824,144704,medium,new,4.04,large,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Adventure,Apocalyptic,Mystery,Young Adult,Audiobook"
512,Homo Deus: A History of Tomorrow (Kindle Edition),Yuval Noah Harari,4.33,1222292,74056,medium,new,4.22,large,"Nonfiction,History,Science,Philosophy,Audiobook,Anthropology,Sociology,Politics,Psychology,Science"
513,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.27,665937,27452,average,old,4.28,large,"Nonfiction,Classics,Autobiography,Biography,Biography,Poetry,Feminism,Biography Memoir,Cultural,Race"
514,It's Kind of a Funny Story (Paperback),Ned Vizzini,4.04,294919,17847,small,new,4.09,large,"Young Adult,Fiction,Contemporary,Health,Mental Health,Realistic Fiction,Romance,Young Adult,Psychology,Young Adult"
515,You Deserve Each Other (Kindle Edition),Sarah Hogle,3.89,114174,21140,very small,new,3.95,large,"Romance,Contemporary,Romance,Adult,Fiction,Womens Fiction,Audiobook,Humor,New Adult,Adult Fiction"
516,Punk 57 (Kindle Edition),Penelope Douglas,3.95,1341078,127177,small,new,3.83,large,"Romance,New Adult,Contemporary,Young Adult,Romance,Young Adult,Fiction,Adult,Dark,Music"
517,The Sun and Her Flowers (Paperback),Rupi Kaur,4.05,960641,63192,small,new,4.11,large,"Poetry,Feminism,Nonfiction,Adult,Contemporary,Romance,Health,Cultural,Womens,Love"
518,Part-Time Princesses,Monica Gallagher,3.7,2349,407,medium,new,2.86,small,"Sequential Art,Young Adult,Sequential Art,Young Adult,Graphic Novels Comics,Fiction,LGBT,Realistic Fiction,Young Adult,Young Adult"
519,Empress Theresa,Norman Boutin,1.48,197,90,very small,new,1.48,small,"Fiction,Science Fiction,Fantasy"
520,Tell-All,Chuck Palahniuk,3.84,1638024,74329,average,new,2.87,medium,"Fiction,Contemporary,Audiobook,Novels,Humor,Adult Fiction,Thriller,Unfinished,Literature,Literature"
521,The Foreigner,Francie Lin,2.83,301,70,very small,new,2.82,small,"Fiction,Mystery,Cultural,Cultural,Thriller,Literature,Novels,Thriller"
522,The Underground Railroad (Hardcover),Colson Whitehead,4.06,700061,67228,small,new,4.05,large,"Historical,Fiction,Historical,Audiobook,Race,Literary Fiction,Cultural,Adult,Novels,Adult Fiction"
523,The Four Agreements (Hardcover),Miguel Ruiz,4.18,402423,21412,average,new,4.18,large,"Self Help,Nonfiction,Spirituality,Philosophy,Self Help,Psychology,Inspirational,Religion,Audiobook,Business"
524,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.09,332431,36177,small,new,4.03,large,"Young Adult,Fantasy,Fantasy,Romance,Mystery,Fiction,Fantasy,Horror,Contemporary,Romance"
525,Snow Flower and the Secret Fan (Kindle Edition),Lisa See,4.04,858490,67446,small,new,4.08,large,"Historical,Fiction,Cultural,Historical,Cultural,Book Club,Adult,Literature,Adult Fiction,Novels"
526,Batman: Haunted Gotham,Doug Moench,3.88,82226,4887,large,new,2.73,small,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Horror,Comics,Comics,Fantasy,Graphic Novels Comics,Horror"
527,The Queen's Lover,Francine du Plessix Gray,3.95,66830,1445,small,new,2.97,medium,"Historical,Fiction,Cultural,European History,Historical,Romance,Literature,Adult,Literature,Cultural"
528,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,4.0,1864417,180088,medium,new,3.76,large,"Young Adult,Fantasy,Romance,Fantasy,Shapeshifters,Fiction,Romance,Fantasy,Fantasy,Young Adult"
529,"Gork, the Teenage Dragon",Gabe Hudson,2.96,1070,302,very small,new,2.81,small,"Fantasy,Fiction,Young Adult,Fantasy,Humor,Science Fiction,Science Fiction Fantasy,Adult,Young Adult,Fantasy"
530,Bodies,Si Spencer,3.56,3359,380,medium,new,2.86,small,"Sequential Art,Sequential Art,Mystery,Horror,Fiction,Historical,Graphic Novels Comics,Fantasy,Science Fiction,Comics"
531,My Boyfriend's Back,Chrissy Olinger,2.94,677,69,very small,new,2.94,small,"Romance,Fantasy,Fantasy,Fiction,Womens Fiction,Novella,Contemporary,Short Stories,Paranormal,Romance"
532,The Iliad (Paperback),Homer,3.84,1514849,29713,large,old,3.89,large,"Classics,Poetry,Fiction,Fantasy,Literature,Fantasy,Historical,Academic,Mythology,War"
533,"The Friend Zone (The Friend Zone, #1)",Abby Jimenez,4.15,300605,36931,very small,new,3.9,large,"Romance,Contemporary,Fiction,Romance,Womens Fiction,Adult,Audiobook,Adult Fiction,New Adult,Humor"
534,Who Is Rich?,Matthew Klam,3.36,3021,506,very small,new,2.98,medium,"Fiction,Contemporary,Novels,Literary Fiction,Adult Fiction,Literature,Humor,Literature,Unfinished"
535,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.37,6423152,220105,large,new,4.54,large,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic"
536,"What If It's Us (What If It's Us, #1)",Becky Albertalli,4.04,728898,85475,small,new,3.85,large,"Romance,Young Adult,LGBT,Contemporary,LGBT,Fiction,Audiobook,LGBT,Realistic Fiction,Young Adult"
537,The Exorcist (Mass Market Paperback),William Peter Blatty,4.15,232406,8712,small,old,4.19,large,"Horror,Fiction,Classics,Fantasy,Thriller,Fantasy,Fantasy,Religion,Audiobook,Adult"
538,The Spiders,D'Arcy Adrian-Vallance,2.17,1225,191,small,old,2.08,medium,"Novels,Academic,Short Stories,Literature,Fiction,Science Fiction,Academic,Mystery,Adventure"
539,Beach Week,Susan Coll,2.97,3120,727,very small,new,2.46,small,"Fiction,Humor,Adult Fiction,Contemporary,Family"
540,The Secret History (Paperback),Donna Tartt,4.0,1424468,126051,small,new,4.17,large,"Fiction,Mystery,Contemporary,Classics,Thriller,Literary Fiction,Thriller,Adult,Mystery,Novels"
541,Remarkably Bright Creatures (Hardcover),Shelby Van Pelt,4.47,72854,11358,very small,new,4.47,large,"Fiction,Audiobook,Contemporary,Mystery,Animals,Magical Realism,Literary Fiction,Adult Fiction,Adult,Family"
542,The Cowboy's Wish,Ruth Ann Nordin,3.83,55250,4002,average,new,2.84,small,"Romance,Short Stories,Science Fiction,Science Fiction,Fantasy,Westerns,Fiction,Romance,Historical,Fantasy"
543,Voodoo: Dancing in the Dark,Alan Moore,4.24,1681042,52899,large,new,2.77,small,"Sequential Art,Sequential Art,Fantasy,Graphic Novels Comics,Horror,Superheroes"
544,Love and Death in the Sunshine State: The Story of a Crime,Cutter Wood,2.69,538,117,very small,new,2.69,small,"Crime,Nonfiction,Autobiography,Mystery,Mystery,History,Literary Fiction,Literature,Biography,Unfinished"
545,Topics of Conversation,Miranda Popkey,2.82,8274,1335,very small,new,2.82,medium,"Fiction,Contemporary,Literary Fiction,Feminism,Novels,Adult,Audiobook,Womens,Short Stories,Adult Fiction"
546,"Gone (Gone, #1)",Michael  Grant,4.01,551866,34080,medium,new,3.86,large,"Young Adult,Science Fiction,Fantasy,Science Fiction,Fiction,Fantasy,Romance,Adventure,Fantasy,Young Adult"
547,Just Kids (Hardcover),Patti Smith,4.12,319168,24471,average,new,4.19,large,"Nonfiction,Autobiography,Music,Biography,Art,Biography,Biography Memoir,Audiobook,Poetry,New York"
548,Besos entre líneas,May R. Ayamonte,2.48,3168,766,very small,new,2.15,medium,"Young Adult,Romance,Contemporary,Romance"
549,The Different Girl,Gordon Dahlquist,3.51,12060,1631,small,new,2.9,medium,"Young Adult,Science Fiction,Science Fiction,Young Adult,Fantasy,Fiction,Mystery,Science Fiction,Futuristic,Adventure"
550,Brave New World (Paperback),Aldous Huxley,3.99,2028148,52877,large,old,3.99,large,"Classics,Fiction,Science Fiction,Science Fiction,Literature,Novels,Academic,Fantasy,Philosophy,Science Fiction Fantasy"
551,"Storm Front (The Dresden Files, #1)",Jim Butcher,4.25,2834165,126811,average,new,3.98,large,"Fantasy,Fantasy,Mystery,Fiction,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Science Fiction Fantasy"
552,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,3.52,909288,70641,small,new,3.52,large,"Fantasy,Fiction,Young Adult,Plays,Fantasy,Adventure,Childrens,Drama,Science Fiction,Childrens"
553,Fear and Loathing in Las Vegas (Paperback),Hunter S. Thompson,4.03,534399,16185,medium,old,4.07,large,"Fiction,Classics,Humor,Writing,Novels,Literature,Literature,Contemporary,Travel,Humor"
554,The Bluest Eye (Paperback),Toni Morrison,3.98,995586,61512,average,old,4.1,large,"Fiction,Classics,Historical,Cultural,Race,Novels,Literature,Literary Fiction,Literature,Academic"
555,Of Mice and Men (Paperback),John Steinbeck,3.95,4401139,134553,large,old,3.88,large,"Classics,Fiction,Academic,Historical,Literature,Academic,Novels,Young Adult,Literature,Historical"
556,The Strange Case of the Composer and His Judge,Patricia Duncker,3.74,4626,518,small,new,2.9,small,"Fiction,Mystery,Cultural,Mystery,Audiobook,Thriller"
557,We Are Totally Normal,Rahul Kanakia,3.44,11530,2881,small,new,2.66,medium,"LGBT,Young Adult,Contemporary,Romance,LGBT,Fiction,Audiobook,Young Adult,Romance,LGBT"
558,The Guernsey Literary and Potato Peel Pie Society (Paperback),Mary Ann Shaffer,4.18,704262,59403,very small,new,4.18,large,"Historical,Fiction,Romance,Historical,War,Book Club,War,Writing,Adult,Audiobook"
559,Mrs. Dalloway (Hardcover),Virginia Woolf,3.86,1099174,66047,large,old,3.79,large,"Classics,Fiction,Literature,Novels,Feminism,European Literature,Literature,Literary Fiction,Academic,Literature"
560,Malibu Rising (Hardcover),Taylor Jenkins Reid,4.27,3847785,430295,small,new,4.08,large,"Fiction,Historical,Contemporary,Audiobook,Romance,Adult,Historical,Adult Fiction,Family,Womens Fiction"
561,The Revolution of Jack Frost,K.M. Robinson,3.67,1089,359,small,new,2.73,small,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Retellings,Young Adult"
562,Civil War II: X-Men,Cullen Bunn,3.82,158359,15904,large,new,2.86,small,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Comics,Military History,Fiction,Graphic Novels Comics"
563,The Things We Cannot Say (Hardcover),Kelly Rimmer,4.34,217502,20333,small,new,4.51,large,"Historical,Fiction,War,Audiobook,Historical,War,Romance,Adult,World War II,Book Club"
564,You Are Here,Meenakshi Reddy Madhavan,3.03,1532,146,small,new,2.69,small,"Womens Fiction,Fiction,Contemporary,Cultural"
565,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.36,8085813,673367,medium,new,4.46,large,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Fiction,Young Adult,Fantasy,New Adult,Adventure"
566,A Woman Is No Man (Hardcover),Etaf Rum,4.26,123789,13655,very small,new,4.26,large,"Fiction,Historical,Contemporary,Audiobook,Feminism,Literary Fiction,Adult,Adult Fiction,Historical,Book Club"
567,Hystopia,David Means,3.52,6178,1005,small,new,2.94,medium,"Fiction,Science Fiction,Historical,Science Fiction,War,Literary Fiction,Science Fiction,Novels,Speculative Fiction,Literature"
568,Pobre Ana,Blaine Ray,2.89,2611,837,small,new,2.72,small,"Academic,European Literature,Academic,Cultural,Realistic Fiction,Fiction,European Literature,Humanities,Young Adult"
569,Half of a Yellow Sun (Hardcover),Chimamanda Ngozi Adichie,4.33,1015537,93204,average,new,4.33,large,"Fiction,Historical,Cultural,Western Africa,War,Historical,Literature,Contemporary,Novels,Literary Fiction"
570,"Ask Again, Yes (Hardcover)",Mary Beth Keane,3.93,189155,17540,very small,new,3.95,large,"Fiction,Contemporary,Audiobook,Literary Fiction,Adult,Adult Fiction,Family,Health,Book Club,Romance"
571,Tess of the D’Urbervilles (Paperback),Thomas Hardy,3.86,673573,32752,large,old,3.82,large,"Classics,Fiction,Romance,Literature,Historical,Literature,Historical,Novels,Classics,European Literature"
572,Pride and Promiscuity: The Lost Sex Scenes of Jane Austen,Arielle Eckstut,3.83,2002,367,very small,new,2.68,small,"Fiction,Humor,Romance,Historical,Adult Fiction,Short Stories,Historical,Retellings,Womens Fiction,Sexuality"
573,"Restore Me (Shatter Me, #4)",Tahereh Mafi,4.09,2005237,210828,small,new,4.17,large,"Fantasy,Science Fiction,Young Adult,Romance,Science Fiction,Fiction,New Adult,Young Adult,Fantasy,Audiobook"
574,Sh*t My Dad Says (Hardcover),Justin Halpern,3.95,174672,10750,very small,new,3.98,large,"Humor,Nonfiction,Autobiography,Humor,Biography,Audiobook,Adult,Family,Biography Memoir,Biography"
575,"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,4.02,96795,14660,very small,new,3.93,large,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance"
576,Prospect Park West,Amy Sohn,3.56,13499,1269,small,new,2.8,medium,"Fiction,Womens Fiction,New York,Contemporary,Humor,Adult Fiction,Audiobook,Marriage,Novels,Family"
577,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.36,8084588,673297,medium,new,4.2,large,"Fantasy,Romance,Young Adult,New Adult,Fiction,Fairies,Retellings,Fantasy,Young Adult,Romance"
578,A Child's Book of True Crime,Chloe Hooper,3.91,11123,1200,very small,new,2.95,small,"Fiction,Cultural,Mystery,Cultural,Mystery,Thriller,Literary Fiction,Suspense,Audiobook,Literature"
579,1776 (Paperback),David McCullough,4.08,883396,39003,medium,new,4.08,large,"History,Nonfiction,North American Hi...,Historical,Military History,War,Audiobook,Politics,American Revolution,War"
580,Leaving Isn't the Hardest Thing: Essays,Lauren  Hough,3.27,8714,1592,very small,new,3.27,medium,"Autobiography,Nonfiction,Writing,LGBT,LGBT,Audiobook,Religion,Biography,Feminism,Religion"
581,The House on the Cliff,Charlotte Williams,3.05,942,155,small,new,2.88,small,"Mystery,Fiction,Thriller,Suspense,Contemporary,Gothic,Adult Fiction,Thriller,European Literature,Horror"
582,The Adventures of Huckleberry Finn (Paperback),Mark Twain,3.87,2625108,58463,large,old,3.83,large,"Classics,Fiction,Historical,Literature,Young Adult,Adventure,Academic,Novels,Young Adult,Academic"
583,Sandor slash Ida,Sara Kadefors,3.16,3912,249,small,new,3.02,medium,"Young Adult,European Literature,Romance,Contemporary,Fiction,Novels,Academic,Childrens,Cultural,Young Adult"
584,And the Mountains Echoed (Hardcover),Khaled Hosseini,4.33,4717827,195538,small,new,4.07,large,"Fiction,Historical,Contemporary,Novels,Adult,Literary Fiction,Historical,Adult Fiction,Book Club,Drama"
585,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,4.34,662696,57944,medium,new,3.96,large,"Fantasy,Romance,Fantasy,Fairies,New Adult,Romance,Paranormal,Fantasy,Romance,Young Adult"
586,Deception Point (Mass Market Paperback),Dan Brown,3.87,7967790,200537,average,new,3.74,large,"Fiction,Thriller,Mystery,Suspense,Thriller,Adventure,Science Fiction,Mystery,Novels,Action"
587,The Power (Hardcover),Naomi Alderman,3.78,223748,26376,small,new,3.78,large,"Fiction,Science Fiction,Feminism,Science Fiction,Fantasy,Audiobook,Adult,Speculative Fiction,Book Club,Contemporary"
588,The Aryan Christ: The Secret Life of Carl Jung,Richard Noll,3.62,243,40,small,new,3.5,small,"Psychology,History,Biography"
589,Influence: The Psychology of Persuasion (Paperback),Robert B. Cialdini,4.17,159484,6126,small,old,4.21,large,"Psychology,Business,Nonfiction,Self Help,Self Help,Leadership,Science,Language,Business,Buisness"
590,The Birthing House,Christopher Ransom,2.72,6474,1145,very small,new,2.47,medium,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Paranormal,Adult,Thriller"
591,The Lucky One (Hardcover),Nicholas Sparks,4.1,6336902,194782,average,new,4.12,large,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Romance,Adult Fiction,Love,Drama,Romance"
592,Othello (Paperback),William Shakespeare,3.86,7295898,154522,large,old,3.9,large,"Classics,Plays,Fiction,Drama,Academic,Plays,Literature,Academic,Poetry,Tragedy"
593,1491: New Revelations of the Americas Before Columbus (Paperback),Charles C. Mann,4.06,105432,6962,small,new,4.03,large,"History,Nonfiction,North American Hi...,Anthropology,Science,Historical,History,Audiobook,Literature,History"
594,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun (Hardcover)",Gretchen Rubin,3.67,258999,24668,small,new,3.64,large,"Nonfiction,Self Help,Autobiography,Psychology,Self Help,Audiobook,Inspirational,Biography,Adult,Book Club"
