Title,Author,Rating,Raters,Genres,Author Average Rating,Author Votes,Review Count,Distinct Works,Year
"The Cruel Prince (The Folk of the Air, #1)",Holly Black,4.08,773693,"Fantasy,Young Adult,Romance,Fairies,Fiction,Young Adult,Fantasy,Audiobook,Romance,Fantasy",4.09,"2,905,818","278,307",168,2018.0
The Help (Hardcover),Kathryn Stockett,4.47,2530491,"Fiction,Historical,Historical,Adult,Adult Fiction,Audiobook,Contemporary,Classics,Book Club,Womens Fiction",4.47,"2,530,559","87,828",4,2009.0
Les Misérables (Mass Market Paperback),Victor Hugo,4.19,755177,"Classics,Fiction,Historical,Literature,Cultural,Historical,Novels,European Literature,Romance,Classics",4.15,"1,056,458","34,644","2,259",1862.0
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,1876941,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Fiction,Paranormal,Fantasy,Young Adult,Paranormal",4.23,"8,430,569","485,052",187,2007.0
"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.14,645148,"Romance,LGBT,Contemporary,Fiction,LGBT,Young Adult,New Adult,Audiobook,Adult,Romance",4.11,"856,713","116,993",6,2019.0
Crime and Punishment (Paperback),Fyodor Dostoevsky,4.25,787532,"Classics,Fiction,Cultural,Literature,Literature,Philosophy,Novels,Mystery,Literature,Academic",4.19,"1,947,631","101,858","2,345",1866.0
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.29,2590702,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Childrens,Mythology,Fantasy,Audiobook",4.34,"11,197,105","446,238",278,2005.0
Slaughterhouse-Five (Paperback),Kurt Vonnegut Jr.,4.09,1274433,"Classics,Fiction,Science Fiction,War,Historical,Literature,Novels,Science Fiction,Fantasy,Literature",4.07,"2,787,191","100,770",464,1969.0
Becoming (Hardcover),Michelle Obama,4.48,896920,"Nonfiction,Autobiography,Biography,Audiobook,Biography,Politics,Biography Memoir,Feminism,History,Adult",4.48,"910,855","64,563",35,2018.0
Catch-22 (Paperback),Joseph Heller,3.99,793038,"Classics,Fiction,Historical,War,Humor,Literature,Novels,Literature,Unfinished,Historical",3.97,"817,675","23,025",43,1961.0
Verity (Paperback),Colleen Hoover,4.39,1426402,"Thriller,Romance,Mystery,Fiction,Thriller,Contemporary,Suspense,Adult,Audiobook,Dark",4.24,"9,637,673","874,520",70,2018.0
We Were Liars (Kindle Edition),E. Lockhart,3.72,954389,"Young Adult,Mystery,Contemporary,Fiction,Romance,Thriller,Thriller,Realistic Fiction,Audiobook,Young Adult",3.69,"1,161,168","118,207",22,2014.0
The Power of Habit: Why We Do What We Do in Life and Business (Hardcover),Charles Duhigg,4.13,454097,"Nonfiction,Self Help,Psychology,Business,Self Help,Productivity,Audiobook,Science,Leadership,Sociology",4.11,"486,457","23,285",24,2012.0
A Little Life (Hardcover),Hanya Yanagihara,4.34,406174,"Fiction,Contemporary,LGBT,Literary Fiction,Adult,LGBT,Health,Novels,Audiobook,Adult Fiction",4.26,"463,277","71,959",14,2015.0
"The Selection (The Selection, #1)",Kiera Cass,4.1,1335646,"Young Adult,Romance,Science Fiction,Fantasy,Fiction,Science Fiction,Audiobook,Young Adult,Young Adult,Womens Fiction",3.99,"3,603,626","223,840",33,2012.0
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1167548,"Fantasy,Young Adult,Fiction,Fantasy,Mystery,Horror,Historical,Science Fiction,Fantasy,Adventure",3.97,"1,666,716","107,826",27,2011.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change (Paperback),Stephen R. Covey,4.15,671369,"Self Help,Nonfiction,Business,Self Help,Psychology,Leadership,Productivity,Business,Audiobook,Philosophy",4.13,"849,238","20,611",506,1988.0
The Shining (Paperback),Stephen King,4.26,1346837,"Horror,Fiction,Thriller,Classics,Fantasy,Fantasy,Mystery,Adult,Suspense,Audiobook",4.06,"17,484,617","775,838","1,886",1977.0
"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,1457884,"Romance,Fiction,Contemporary,Womens Fiction,Adult,Adult Fiction,Audiobook,Romance,Drama,Realistic Fiction",4.11,"3,002,905","213,732",60,2012.0
Memoirs of a Geisha (Mass Market Paperback),Arthur Golden,4.14,1898975,"Fiction,Historical,Romance,Historical,Classics,Cultural,Adult,Novels,Cultural,Adult Fiction",4.14,"1,906,202","33,687",8,1997.0
Gone with the Wind (Mass Market Paperback),Margaret Mitchell,4.3,1166185,"Classics,Historical,Fiction,Romance,Historical,War,Literature,Military History,Romance,Novels",4.31,"1,200,089","23,644",72,1936.0
Lolita (Paperback),Vladimir Nabokov,3.88,772859,"Classics,Fiction,Literature,Novels,Cultural,Romance,Literature,Literary Fiction,Literature,Adult",3.88,"1,417,118","61,245",505,1955.0
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.13,841575,"Fantasy,Young Adult,Science Fiction,Romance,Science Fiction,Retellings,Fiction,Fantasy,Audiobook,Young Adult",4.21,"2,589,749","270,000",56,2012.0
Malibu Rising (Hardcover),Taylor Jenkins Reid,4.08,653238,"Fiction,Historical,Contemporary,Audiobook,Romance,Adult,Historical,Adult Fiction,Family,Womens Fiction",4.27,"3,847,785","430,295",19,2021.0
The Princess Bride (Paperback),William Goldman,4.26,857339,"Fantasy,Classics,Fiction,Romance,Humor,Young Adult,Adventure,Humor,Science Fiction Fantasy,Fantasy",4.25,"898,235","25,669",56,1973.0
A Tale of Two Cities (Paperback),Charles Dickens,3.86,896695,"Classics,Fiction,Historical,Literature,Historical,Novels,Academic,Classics,Literature,European Literature",3.91,"3,609,421","121,932","5,782",1859.0
The Bell Jar (Paperback),Sylvia Plath,4.04,784282,"Classics,Fiction,Feminism,Health,Psychology,Literature,Mental Health,Novels,Poetry,Literary Fiction",4.07,"976,632","48,839",205,1963.0
Daisy Jones & The Six (Hardcover),Taylor Jenkins Reid,4.24,803195,"Fiction,Historical,Audiobook,Contemporary,Romance,Adult,Music,Historical,Adult Fiction,Literary Fiction",4.27,"3,847,785","430,295",19,2019.0
Ugly Love (Kindle Edition),Colleen Hoover,4.18,1065405,"Romance,New Adult,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Young Adult,Love",4.24,"9,637,673","874,520",70,2014.0
Dracula (Paperback),Bram Stoker,4.01,1138461,"Classics,Horror,Fiction,Fantasy,Paranormal,Gothic,Fantasy,Literature,Audiobook,Literature",4.0,"1,200,568","43,083","1,456",1897.0
The Nightingale (Hardcover),Kristin Hannah,4.6,1029386,"Historical,Fiction,Historical,War,War,Audiobook,Adult,Romance,Cultural,Adult Fiction",4.31,"3,556,263","296,614",82,2015.0
The Count of Monte Cristo (Paperback),Alexandre Dumas,4.28,849723,"Classics,Fiction,Historical,Adventure,Literature,Historical,Cultural,Novels,Classics,Romance",4.2,"1,398,021","46,649","3,373",1844.0
The Goldfinch (Hardcover),Donna Tartt,3.93,842945,"Fiction,Contemporary,Literary Fiction,Audiobook,Art,Mystery,Adult,Novels,Adult Fiction,Literature",4.0,"1,424,451","126,050",28,2013.0
Sense and Sensibility (Paperback),Jane Austen,4.08,1103567,"Classics,Fiction,Romance,Historical,Literature,Historical,Audiobook,Literature,Classics,European Literature",4.14,"7,410,613","236,945","2,081",1811.0
A Thousand Splendid Suns (Hardcover),Khaled Hosseini,4.41,1385361,"Fiction,Historical,Contemporary,Historical,Novels,War,Classics,Adult,Adult Fiction,Drama",4.33,"4,717,719","195,536",27,2007.0
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.95,798096,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy",4.17,"3,659,317","407,612",69,2012.0
Beach Read (Paperback),Emily Henry,4.05,659383,"Romance,Contemporary,Fiction,Adult,Romance,Womens Fiction,Audiobook,Adult Fiction,Writing,New Adult",4.05,"1,909,407","216,963",11,2020.0
Little Fires Everywhere (Hardcover),Celeste Ng,4.09,1023059,"Fiction,Contemporary,Audiobook,Adult,Literary Fiction,Adult Fiction,Book Club,Novels,Mystery,Family",4.01,"1,538,963","115,892",14,2017.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones (Kindle Edition),James Clear,4.38,507906,"Nonfiction,Self Help,Psychology,Self Help,Productivity,Audiobook,Business,Leadership,Science,Health",4.38,"509,680","35,629",19,2018.0
Life of Pi (Paperback),Yann Martel,3.93,1520868,"Fiction,Fantasy,Classics,Adventure,Contemporary,Magical Realism,Novels,Literature,Cultural,Philosophy",3.91,"1,569,054","57,986",29,2001.0
"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,928882,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,New Adult,Fairies,Adventure",4.36,"8,084,822","673,308",87,2012.0
"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.38,2638879,"Fantasy,Classics,Fiction,Adventure,Fantasy,Science Fiction Fantasy,Fantasy,Audiobook,Young Adult,Novels",4.35,"10,073,413","175,255",512,1954.0
Quiet: The Power of Introverts in a World That Can't Stop Talking (Hardcover),Susan Cain,4.07,397093,"Nonfiction,Psychology,Self Help,Science,Business,Audiobook,Self Help,Sociology,Leadership,Adult",4.07,"413,448","29,455",12,2012.0
The Love Hypothesis (Paperback),Ali Hazelwood,4.26,832408,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,New Adult,Audiobook,Adult Fiction,Academic",4.13,"1,187,570","149,802",9,2021.0
The Lovely Bones (Mass Market Paperback),Alice Sebold,3.84,2229732,"Fiction,Mystery,Young Adult,Contemporary,Fantasy,Mystery,Thriller,Adult,Adult Fiction,Drama",3.82,"2,372,006","54,763",14,2002.0
It (Paperback),Stephen King,4.25,992609,"Horror,Fiction,Thriller,Fantasy,Audiobook,Classics,Mystery,Adult,Fantasy,Fantasy",4.06,"17,484,688","775,845","1,886",1984.0
Looking for Alaska (Paperback),John Green,3.98,1431739,"Young Adult,Fiction,Contemporary,Romance,Realistic Fiction,Young Adult,Young Adult,Mystery,Young Adult,Young Adult",4.0,"8,873,634","413,752",46,2005.0
Normal People (Hardcover),Sally Rooney,3.82,1000368,"Fiction,Contemporary,Romance,Literary Fiction,Audiobook,Adult,Cultural,Novels,Adult Fiction,Young Adult",3.78,"1,665,108","166,468",33,2018.0
The Little Prince (Paperback),Antoine de Saint-Exupéry,4.32,1834734,"Classics,Fiction,Fantasy,Childrens,Cultural,Philosophy,Young Adult,Literature,Childrens,European Literature",4.31,"1,888,375","60,412",573,1943.0
The Secret History (Paperback),Donna Tartt,4.17,511532,"Fiction,Mystery,Contemporary,Classics,Thriller,Literary Fiction,Thriller,Adult,Mystery,Novels",4.0,"1,424,468","126,051",28,1992.0
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,590132,"Nonfiction,Psychology,Philosophy,History,Self Help,Autobiography,Biography,Classics,Spirituality,World War II",4.36,"609,684","33,863",107,1946.0
Of Mice and Men (Paperback),John Steinbeck,3.88,2320586,"Classics,Fiction,Academic,Historical,Literature,Academic,Novels,Young Adult,Literature,Historical",3.95,"4,401,139","134,553",461,1937.0
Emma (Paperback),Jane Austen,4.04,796234,"Classics,Fiction,Romance,Historical,Literature,Historical,Audiobook,Literature,Classics,Novels",4.14,"7,410,613","236,945","2,081",1815.0
"Eat, Pray, Love (Paperback)",Elizabeth Gilbert,3.61,1649294,"Nonfiction,Autobiography,Travel,Biography,Womens Fiction,Romance,Spirituality,Biography Memoir,Contemporary,Biography",3.69,"2,279,111","116,283",46,2006.0
They Both Die at the End (Hardcover),Adam Silvera,3.82,551162,"Young Adult,LGBT,Romance,Contemporary,Fiction,LGBT,Audiobook,Fantasy,Science Fiction,LGBT",3.85,"859,037","112,867",23,2017.0
The Hating Game (Paperback),Sally  Thorne,3.97,566349,"Romance,Contemporary,Romance,Fiction,Womens Fiction,Adult,Audiobook,New Adult,Humor,Adult Fiction",3.87,"707,197","78,791",5,2016.0
The Tipping Point: How Little Things Can Make a Big Difference (Paperback),Malcolm Gladwell,3.99,775693,"Nonfiction,Business,Psychology,Sociology,Self Help,Science,Economics,Audiobook,Leadership,Self Help",4.03,"2,627,137","106,460",90,2000.0
Fangirl (Kindle Edition),Rainbow Rowell,3.98,701984,"Young Adult,Contemporary,Romance,Fiction,Realistic Fiction,New Adult,Audiobook,Young Adult,Young Adult,Womens Fiction",3.96,"2,766,957","263,016",93,2013.0
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.36,447031,"Mystery,Young Adult,Thriller,Thriller,Fiction,Contemporary,Mystery,Audiobook,Mystery,Suspense",4.33,"755,478","94,899",10,2019.0
The Vanishing Half (Hardcover),Brit Bennett,4.18,634666,"Fiction,Historical,Contemporary,Audiobook,Literary Fiction,Race,Historical,Adult,Book Club,Adult Fiction",4.13,"756,447","62,830",14,2020.0
"The Maze Runner (The Maze Runner, #1)",James Dashner,4.04,1348867,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Adventure,Apocalyptic,Mystery,Young Adult,Audiobook",3.95,"2,764,824","144,704",50,2009.0
"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,3.98,636020,"Mystery,Young Adult,Contemporary,Thriller,Fiction,Thriller,Romance,Audiobook,Mystery,LGBT",3.95,"1,065,771","104,439",23,2017.0
The Guest List (Hardcover),Lucy Foley,3.85,709095,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Contemporary,Mystery,Adult Fiction",3.78,"1,187,201","108,251",14,2020.0
"American Gods (American Gods, #1)",Neil Gaiman,4.11,864096,"Fantasy,Fiction,Fantasy,Fantasy,Audiobook,Science Fiction,Science Fiction Fantasy,Adult,Contemporary,Horror",4.14,"7,226,470","450,330","1,481",2001.0
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.66,2359136,"Romance,Fiction,Adult Fiction,Adult,Erotica,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction",3.75,"4,424,543","167,741",39,2011.0
"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,865033,"Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Science Fiction Fantasy,Adult,Adventure,Audiobook,Epic",4.46,"1,572,436","93,422",55,2007.0
A Clockwork Orange (Paperback),Anthony Burgess,4.0,669547,"Classics,Fiction,Science Fiction,Science Fiction,Literature,Horror,Novels,Classics,Mystery,European Literature",4.0,"751,071","22,405",193,1962.0
Book Lovers (Hardcover),Emily Henry,4.24,488545,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Writing,Adult Fiction,New Adult",4.05,"1,909,407","216,963",11,2022.0
"Outlander (Outlander, #1)",Diana Gabaldon,4.25,966895,"Historical,Romance,Fantasy,Fiction,Science Fiction,Historical,Romance,Adult,Audiobook,Cultural",4.29,"2,852,758","147,520",188,1991.0
Reminders of Him (Kindle Edition),Colleen Hoover,4.49,634324,"Romance,Fiction,Contemporary,Romance,Adult,Audiobook,New Adult,Womens Fiction,Drama,Adult Fiction",4.24,"9,637,673","874,520",70,2022.0
Never Let Me Go (Paperback),Kazuo Ishiguro,3.84,602448,"Fiction,Science Fiction,Science Fiction,Contemporary,Literary Fiction,Romance,Adult,Novels,Literature,Classics",3.85,"1,336,656","117,741",46,2005.0
Romeo and Juliet (Mass Market Paperback),William Shakespeare,3.74,2405535,"Classics,Plays,Fiction,Romance,Academic,Drama,Academic,Literature,Young Adult,Poetry",3.86,"7,295,720","154,513","7,712",1597.0
The Stranger (Paperback),Albert Camus,4.01,911533,"Classics,Fiction,Philosophy,Cultural,Literature,Novels,European Literature,Academic,Literary Fiction,Literature",4.02,"1,435,968","65,346",564,1942.0
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.28,488877,"Nonfiction,Classics,Autobiography,Biography,Biography,Poetry,Feminism,Biography Memoir,Cultural,Race",4.27,"665,937","27,452",174,1969.0
War and Peace (Paperback),Leo Tolstoy,4.15,303531,"Classics,Fiction,Historical,Cultural,Literature,Literature,War,Novels,Historical,Literature",4.08,"1,487,197","77,552","3,537",1869.0
"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,4.28,752327,"Historical,Fiction,Historical,Audiobook,War,World War II,Romance,War,Adult,Book Club",4.3,"934,631","63,073",14,2018.0
Paper Towns (Paperback),John Green,3.73,1212653,"Young Adult,Fiction,Contemporary,Romance,Mystery,Realistic Fiction,Young Adult,Young Adult,Adventure,Young Adult",4.0,"8,873,634","413,752",46,2008.0
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.07,758836,"Romance,Young Adult,Contemporary,Fiction,Audiobook,Womens Fiction,Realistic Fiction,Young Adult,Young Adult,Young Adult",3.97,"2,416,066","190,370",37,2014.0
All the Bright Places (Hardcover),Jennifer Niven,4.14,484049,"Young Adult,Romance,Contemporary,Fiction,Health,Mental Health,Realistic Fiction,Audiobook,Young Adult,Young Adult",4.06,"624,153","60,559",19,2015.0
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,3.99,1137417,"Fantasy,Fiction,Classics,Young Adult,Science Fiction,Childrens,Childrens,Science Fiction,Adventure,Science Fiction Fantasy",3.99,"1,610,315","59,300",141,1962.0
Eleanor Oliphant Is Completely Fine (Paperback),Gail Honeyman,4.25,1051100,"Fiction,Contemporary,Audiobook,Adult,Health,Adult Fiction,Romance,Book Club,Literary Fiction,Novels",4.25,"1,051,380","85,287",5,2017.0
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.34,494865,"Young Adult,LGBT,Romance,Contemporary,Fiction,LGBT,Audiobook,Young Adult,Realistic Fiction,LGBT",4.31,"591,334","79,555",36,2012.0
The Odyssey (Paperback),Homer,3.79,992124,"Classics,Fiction,Poetry,Fantasy,Fantasy,Academic,Literature,Adventure,Academic,Historical",3.84,"1,514,834","29,713","1,246",700.0
Into the Wild (Paperback),Jon Krakauer,4.0,1015507,"Nonfiction,Biography,Travel,Adventure,Classics,Autobiography,Environment,Academic,Biography Memoir,Adventure",4.06,"1,816,797","69,478",43,1996.0
The Last Thing He Told Me (Hardcover),Laura Dave,3.87,592278,"Mystery,Fiction,Thriller,Audiobook,Thriller,Suspense,Contemporary,Adult,Adult Fiction,Mystery",3.84,"673,324","48,976",14,2021.0
"Unbroken: A World War II Story of Survival, Resilience and Redemption (Hardcover)",Laura Hillenbrand,4.37,881059,"Nonfiction,History,Biography,War,War,Historical,Audiobook,Autobiography,War,Biography Memoir",4.35,"1,045,152","54,041",6,2010.0
Sharp Objects (Paperback),Gillian Flynn,4.01,882759,"Mystery,Fiction,Thriller,Thriller,Mystery,Suspense,Audiobook,Adult,Contemporary,Horror",4.06,"4,699,849","273,616",21,2006.0
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.32,780999,"Fantasy,Young Adult,Romance,Fantasy,Science Fiction,Historical,Fiction,Fantasy,Paranormal,Historical",4.23,"8,430,574","485,054",187,2010.0
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,2547408,"Fantasy,Classics,Fiction,Young Adult,Childrens,Childrens,Adventure,Christian,Fantasy,Christian Fiction",4.16,"7,067,463","179,290",671,1950.0
The Glass Castle (Paperback),Jeannette Walls,4.3,1081589,"Nonfiction,Autobiography,Biography,Biography Memoir,Biography,Book Club,Adult,Audiobook,Academic,Contemporary",4.24,"1,300,382","76,521",19,2005.0
"If I Stay (If I Stay, #1)",Gayle Forman,3.93,834897,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Young Adult,Music,Death,Audiobook,Drama",3.92,"1,427,808","98,476",30,2009.0
Outliers: The Story of Success (Hardcover),Malcolm Gladwell,4.19,708473,"Nonfiction,Psychology,Business,Self Help,Sociology,Science,Audiobook,Self Help,Economics,Leadership",4.03,"2,627,137","106,460",90,2008.0
"The Notebook (The Notebook, #1)",Nicholas Sparks,4.13,1554562,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Adult Fiction,Classics,Romance,Love,Drama",4.1,"6,336,786","194,774",193,1996.0
The Immortal Life of Henrietta Lacks (Hardcover),Rebecca Skloot,4.1,678741,"Nonfiction,Science,History,Biography,Health,Audiobook,Medical,Book Club,Biography Memoir,Historical",4.1,"680,401","38,473",5,2010.0
The Grapes of Wrath (Hardcover),John Steinbeck,3.99,847177,"Classics,Fiction,Historical,Literature,Novels,Academic,Literature,Historical,Classics,Young Adult",3.95,"4,401,139","134,553",461,1939.0
